timestamp,frame_number,time_seconds,object_class,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width,bbox_height,bbox_center_x,bbox_center_y,location_lat,location_lng
2024-05-11 06:21:43,432,14.9,car,0.942,153.3,268.8,248.3,343.8,95.0,75.0,200.8,306.3,-17.371779348212748,-66.16300295000198
2024-05-29 15:10:07,164,5.66,car,0.95,283.3,288.6,401.3,330.6,118.0,42.0,342.3,309.6,-17.372573263553527,-66.16320230174814
2024-06-03 19:28:55,422,14.55,car,0.751,657.9,221.0,769.9,296.0,112.0,75.0,713.9,258.5,-17.37207488269423,-66.16308568391133
2024-06-03 20:44:47,404,13.93,car,0.723,570.2,339.7,714.2,388.7,144.0,49.0,642.2,364.2,-17.371597814418234,-66.16206646007183
2024-06-04 21:36:01,107,3.69,car,0.823,832.0,353.3,923.0,410.3,91.0,57.0,877.5,381.8,-17.371572338396035,-66.16299368461462
2024-06-07 10:34:19,14,0.48,car,0.941,-9.0,281.4,119.0,328.4,128.0,47.0,55.0,304.9,-17.37248794645882,-66.1626692416275
2024-06-11 10:08:45,391,13.48,car,0.89,729.8,298.5,823.8,368.5,94.0,70.0,776.8,333.5,-17.371923500378706,-66.16198378020331
2024-06-15 13:28:51,110,3.79,car,0.903,83.1,410.2,207.1,487.2,124.0,77.0,145.1,448.7,-17.37148839800601,-66.16326803174486
2024-06-16 16:57:42,46,1.59,car,0.5,129.9,258.7,275.9,298.7,146.0,40.0,202.9,278.7,-17.371222834129856,-66.16186970469482
2024-06-17 11:35:18,299,10.31,car,0.866,910.1,227.1,1006.1,296.1,96.0,69.0,958.1,261.6,-17.371559341742802,-66.16192060171804
2024-06-18 13:12:59,372,12.83,car,0.614,-70.7,383.3,24.3,449.3,95.0,66.0,-23.2,416.3,-17.371449147548816,-66.1621600202229
2024-06-28 08:14:01,101,3.48,car,0.542,479.0,371.3,623.0,428.3,144.0,57.0,551.0,399.8,-17.3723732975067,-66.1628629990678
2024-06-29 16:59:34,123,4.24,car,0.867,229.6,258.3,324.6,333.3,95.0,75.0,277.1,295.8,-17.37242971329513,-66.16305796705757
2024-07-01 16:25:33,363,12.52,car,0.611,141.3,247.4,249.3,289.4,108.0,42.0,195.3,268.4,-17.371920421302722,-66.1631132313554
2024-07-01 20:49:04,88,3.03,car,0.578,442.1,368.3,563.1,438.3,121.0,70.0,502.6,403.3,-17.371363110332165,-66.16331694369296
2024-07-03 19:52:15,281,9.69,car,0.627,263.9,177.1,401.9,245.1,138.0,68.0,332.9,211.1,-17.372035238051186,-66.16306857653535
2024-07-05 08:57:47,209,7.21,car,0.886,351.4,290.6,432.4,360.6,81.0,70.0,391.9,325.6,-17.372332362753806,-66.1618948146745
2024-07-05 13:15:59,411,14.17,car,0.948,281.5,372.5,405.5,430.5,124.0,58.0,343.5,401.5,-17.372002052737844,-66.16318527505858
2024-07-07 08:49:32,210,7.24,car,0.594,595.5,409.5,715.5,460.5,120.0,51.0,655.5,435.0,-17.371321036968187,-66.16337929475075
2024-07-08 11:02:59,163,5.62,car,0.916,371.1,342.0,500.1,387.0,129.0,45.0,435.6,364.5,-17.371936695364116,-66.16223720994613
2024-07-10 11:51:44,17,0.59,car,0.7,714.2,260.3,812.2,329.3,98.0,69.0,763.2,294.8,-17.372603428111614,-66.16247566982011
2024-07-13 10:44:07,288,9.93,car,0.95,243.7,283.8,338.7,358.8,95.0,75.0,291.2,321.3,-17.371487841212616,-66.16284570103487
2024-07-14 07:56:25,421,14.52,car,0.701,750.4,258.0,862.4,321.0,112.0,63.0,806.4,289.5,-17.37156752918506,-66.16221648413186
2024-07-15 11:59:26,63,2.17,car,0.817,898.5,215.0,994.5,284.0,96.0,69.0,946.5,249.5,-17.371368259863313,-66.16337839035992
2024-07-17 08:35:29,191,6.59,car,0.5,755.2,398.2,860.2,466.2,105.0,68.0,807.7,432.2,-17.37160629572456,-66.16235518876616
2024-07-20 07:27:19,223,7.69,car,0.7,462.4,405.9,549.4,458.9,87.0,53.0,505.9,432.4,-17.37127331660806,-66.16319144093735
2024-07-20 09:41:27,144,4.97,car,0.706,718.9,403.3,817.9,473.3,99.0,70.0,768.4,438.3,-17.37158071968707,-66.16337947915547
2024-07-20 10:36:25,458,15.79,car,0.587,764.8,336.1,893.8,376.1,129.0,40.0,829.3,356.1,-17.371965285680364,-66.16286188861066
2024-07-21 07:54:59,235,8.1,car,0.561,736.0,193.4,839.0,259.4,103.0,66.0,787.5,226.4,-17.372508579838634,-66.16275386085864
2024-07-21 16:09:02,255,8.79,car,0.776,209.3,396.4,325.3,460.4,116.0,64.0,267.3,428.4,-17.371855183741577,-66.16232139206471
2024-07-22 16:00:28,383,13.21,car,0.776,541.5,246.9,653.5,321.9,112.0,75.0,597.5,284.4,-17.372160947515038,-66.16197200798773
2024-07-29 06:57:46,189,6.52,car,0.592,176.4,227.7,284.4,269.7,108.0,42.0,230.4,248.7,-17.372082007916376,-66.16326532812856
2024-07-29 12:09:51,151,5.21,car,0.692,393.8,361.7,484.8,438.7,91.0,77.0,439.3,400.2,-17.371606578911855,-66.16208184908828
2024-08-03 07:41:50,408,14.07,car,0.613,418.2,418.8,505.2,471.8,87.0,53.0,461.7,445.3,-17.371308311686892,-66.16213344099371
2024-08-05 14:14:00,45,1.55,car,0.625,698.9,346.5,828.9,392.5,130.0,46.0,763.9,369.5,-17.37192538026737,-66.16278593452702
2024-08-06 12:20:07,75,2.59,car,0.533,556.2,256.8,689.2,315.8,133.0,59.0,622.7,286.3,-17.372455849589247,-66.16287365059875
2024-08-10 07:25:02,108,3.72,car,0.95,282.1,226.0,404.1,298.0,122.0,72.0,343.1,262.0,-17.372594658818464,-66.16299405802106
2024-08-10 10:45:36,435,15.0,car,0.551,723.3,317.3,816.3,391.3,93.0,74.0,769.8,354.3,-17.372106584164218,-66.16311148622363
2024-08-10 17:24:55,164,5.66,car,0.55,428.8,291.4,556.8,351.4,128.0,60.0,492.8,321.4,-17.372105655284734,-66.16221126156178
2024-08-11 06:20:24,240,8.28,car,0.927,442.8,282.7,544.8,340.7,102.0,58.0,493.8,311.7,-17.372176536420113,-66.16326913944832
2024-08-11 16:36:56,255,8.79,car,0.644,779.2,240.5,870.2,291.5,91.0,51.0,824.7,266.0,-17.37262858407092,-66.16311404243149
2024-08-16 16:22:01,45,1.55,car,0.905,176.9,221.6,294.9,275.6,118.0,54.0,235.9,248.6,-17.371732456943114,-66.162750016462
2024-08-16 18:04:52,54,1.86,car,0.824,667.5,340.4,787.5,414.4,120.0,74.0,727.5,377.4,-17.371501511670857,-66.16251963349916
2024-08-24 16:33:19,261,9.0,car,0.656,362.8,265.2,465.8,340.2,103.0,75.0,414.3,302.7,-17.372566582911297,-66.16295198825294
2024-08-24 21:09:43,278,9.59,car,0.885,255.3,303.9,382.3,379.9,127.0,76.0,318.8,341.9,-17.37228621459013,-66.16187846788178
2024-08-26 10:19:59,71,2.45,car,0.614,417.1,259.3,550.1,302.3,133.0,43.0,483.6,280.8,-17.37245841443308,-66.16291152498661
2024-08-27 16:47:41,344,11.86,car,0.922,371.2,328.6,464.2,371.6,93.0,43.0,417.7,350.1,-17.37215532386519,-66.16320713621762
2024-08-28 20:14:06,355,12.24,car,0.5,116.0,377.3,243.0,442.3,127.0,65.0,179.5,409.8,-17.371845643751747,-66.16234669702713
2024-08-31 17:58:36,39,1.34,car,0.5,380.7,233.9,495.7,302.9,115.0,69.0,438.2,268.4,-17.371373316937625,-66.16282300796048
2024-09-01 12:23:21,184,6.34,car,0.673,370.6,342.9,478.6,418.9,108.0,76.0,424.6,380.9,-17.372022546310358,-66.16203118258325
2024-09-02 10:03:56,147,5.07,car,0.697,449.1,369.5,540.1,446.5,91.0,77.0,494.6,408.0,-17.372345285027443,-66.16304949217347
2024-09-02 10:54:54,402,13.86,car,0.656,624.1,239.3,759.1,297.3,135.0,58.0,691.6,268.3,-17.371197608474876,-66.16184478609185
2024-09-02 12:21:13,396,13.66,car,0.654,-13.4,303.0,117.6,351.0,131.0,48.0,52.1,327.0,-17.372260012201338,-66.16330906754409
2024-09-04 16:38:03,445,15.34,car,0.89,168.6,430.7,315.6,506.7,147.0,76.0,242.1,468.7,-17.372537750010757,-66.16282989231833
2024-09-04 17:39:19,171,5.9,car,0.801,105.8,236.1,228.8,308.1,123.0,72.0,167.3,272.1,-17.3716891273298,-66.16338473099775
2024-09-06 17:20:30,71,2.45,car,0.5,640.3,366.9,779.3,441.9,139.0,75.0,709.8,404.4,-17.372563818471647,-66.16282022296464
2024-09-07 13:42:18,446,15.38,car,0.95,302.6,262.4,390.6,322.4,88.0,60.0,346.6,292.4,-17.372362209523743,-66.16204812637571
2024-09-08 08:03:43,204,7.03,car,0.797,396.2,321.4,480.2,371.4,84.0,50.0,438.2,346.4,-17.372196070687085,-66.16236170128684
2024-09-08 17:55:55,44,1.52,car,0.944,282.0,210.5,366.0,275.5,84.0,65.0,324.0,243.0,-17.371880027489045,-66.1628389261353
2024-09-09 10:07:45,30,1.03,car,0.839,670.4,178.2,770.4,236.2,100.0,58.0,720.4,207.2,-17.3724308983323,-66.16277754041829
2024-09-09 10:48:46,179,6.17,car,0.873,928.6,253.2,1024.6,322.2,96.0,69.0,976.6,287.7,-17.371867667262315,-66.1624323396164
2024-09-09 13:12:57,461,15.9,car,0.697,238.0,428.0,335.0,497.0,97.0,69.0,286.5,462.5,-17.37206051273101,-66.16332343048833
2024-09-09 13:20:17,13,0.45,car,0.688,541.5,339.3,685.5,388.3,144.0,49.0,613.5,363.8,-17.372356709673813,-66.16318456252809
2024-09-10 12:07:14,138,4.76,car,0.74,232.3,317.6,312.3,386.6,80.0,69.0,272.3,352.1,-17.371971272334754,-66.1620195845453
2024-09-12 14:57:45,281,9.69,car,0.769,370.8,258.6,500.2,331.9,129.4,73.3,435.5,295.2,-17.37163354229567,-66.16264968242345
2024-09-13 10:22:33,164,5.66,car,0.801,717.0,225.2,811.0,269.2,94.0,44.0,764.0,247.2,-17.371339875059306,-66.16295799348336
2024-09-13 10:27:33,332,11.45,car,0.682,660.0,396.9,782.0,474.9,122.0,78.0,721.0,435.9,-17.37252655248105,-66.16286070698813
2024-09-15 12:28:19,176,6.07,car,0.625,395.7,333.4,479.7,383.4,84.0,50.0,437.7,358.4,-17.371790934315616,-66.16232305811207
2024-09-15 12:52:20,296,10.21,car,0.648,390.6,376.6,474.6,426.6,84.0,50.0,432.6,401.6,-17.372196925373427,-66.16329823269984
2024-09-16 13:08:10,198,6.83,car,0.823,940.3,195.0,1036.3,264.0,96.0,69.0,988.3,229.5,-17.371721035308006,-66.1622264098215
2024-09-16 15:51:39,23,0.79,car,0.618,591.5,208.5,726.5,266.5,135.0,58.0,659.0,237.5,-17.372283971263368,-66.16306615184942
2024-09-16 17:52:48,35,1.21,car,0.614,739.9,353.1,869.9,399.1,130.0,46.0,804.9,376.1,-17.371679251584233,-66.16231493899869
2024-09-16 21:38:18,450,15.52,car,0.676,265.1,226.8,413.1,290.8,148.0,64.0,339.1,258.8,-17.372155279897918,-66.1624715992558
2024-09-18 14:51:23,140,4.83,car,0.592,317.4,208.0,455.4,276.0,138.0,68.0,386.4,242.0,-17.371384621729383,-66.16217683701848
2024-09-20 13:59:33,218,7.52,car,0.81,221.4,237.8,339.4,291.8,118.0,54.0,280.4,264.8,-17.37210813092957,-66.16322956498189
2024-09-20 14:42:39,329,11.34,car,0.72,64.5,396.1,168.5,463.1,104.0,67.0,116.5,429.6,-17.372550466566608,-66.16236428760267
2024-09-20 21:38:01,405,13.97,car,0.95,749.1,299.1,841.1,345.1,92.0,46.0,795.1,322.1,-17.371936605333353,-66.16218949023644
2024-09-20 22:04:05,143,4.93,car,0.642,653.6,212.9,777.6,269.9,124.0,57.0,715.6,241.4,-17.37256009376883,-66.16238481098948
2024-09-21 21:07:30,98,3.38,car,0.513,212.1,247.7,334.1,319.7,122.0,72.0,273.1,283.7,-17.372149847963286,-66.1624606128419
2024-09-22 08:56:53,447,15.41,car,0.595,283.8,352.2,399.8,416.2,116.0,64.0,341.8,384.2,-17.372702143737,-66.16239569650828
2024-09-22 10:37:35,21,0.72,car,0.755,844.6,237.3,935.6,288.3,91.0,51.0,890.1,262.8,-17.371322306923282,-66.16225733067908
2024-09-23 16:52:04,22,0.76,car,0.699,166.2,254.5,274.2,296.5,108.0,42.0,220.2,275.5,-17.37258828834533,-66.16305494698285
2024-09-23 20:45:58,349,12.03,car,0.569,615.4,255.2,724.4,301.2,109.0,46.0,669.9,278.2,-17.372221285267013,-66.16221632890715
2024-09-24 06:58:25,295,10.17,car,0.703,141.7,245.3,244.7,311.3,103.0,66.0,193.2,278.3,-17.37246773048867,-66.1618838070373
2024-09-24 10:23:36,461,15.9,car,0.95,608.7,379.3,728.7,423.3,120.0,44.0,668.7,401.3,-17.371967375680686,-66.16231855195342
2024-09-24 15:40:09,103,3.55,car,0.728,363.8,359.0,451.8,428.0,88.0,69.0,407.8,393.5,-17.37211827484407,-66.16245320871774
2024-09-24 17:41:11,152,5.24,car,0.708,684.1,299.9,817.1,361.9,133.0,62.0,750.6,330.9,-17.372689777385226,-66.16223110597304
2024-09-25 06:04:53,222,7.66,car,0.5,782.2,227.7,910.2,276.7,128.0,49.0,846.2,252.2,-17.37181737081407,-66.1630504774122
2024-09-25 16:15:08,456,15.72,car,0.734,629.5,373.5,723.5,420.5,94.0,47.0,676.5,397.0,-17.371710742805107,-66.1619466561371
2024-09-25 17:07:43,255,8.79,car,0.745,98.3,261.6,217.3,314.6,119.0,53.0,157.8,288.1,-17.372630199785412,-66.16216681796787
2024-09-27 17:39:46,354,12.21,car,0.5,781.2,331.8,929.2,382.8,148.0,51.0,855.2,357.3,-17.37233879715863,-66.16240653795965
2024-09-28 13:16:18,3,0.1,car,0.874,477.5,281.7,575.5,326.7,98.0,45.0,526.5,304.2,-17.372024004501768,-66.16290943969777
2024-09-28 20:56:17,400,13.79,car,0.928,267.9,251.5,355.9,311.5,88.0,60.0,311.9,281.5,-17.37203599167353,-66.16211297660477
2024-09-29 13:01:30,127,4.38,car,0.549,202.6,258.6,285.6,333.6,83.0,75.0,244.1,296.1,-17.372116845188764,-66.16208780230937
2024-09-29 18:25:34,59,2.03,car,0.749,214.2,222.3,318.2,266.3,104.0,44.0,266.2,244.3,-17.371410280726646,-66.16232443922976
2024-09-30 10:39:41,451,15.55,car,0.608,652.7,307.1,796.7,356.1,144.0,49.0,724.7,331.6,-17.371964190829743,-66.16261408558174
2024-09-30 15:47:21,390,13.45,car,0.547,258.4,229.0,359.4,301.0,101.0,72.0,308.9,265.0,-17.371782772817642,-66.1628150097966
2024-09-30 16:14:21,120,4.14,car,0.751,443.2,226.4,585.2,289.4,142.0,63.0,514.2,257.9,-17.37171373424,-66.16235879248676
2024-09-30 18:18:36,315,10.86,car,0.526,764.5,195.5,863.5,268.5,99.0,73.0,814.0,232.0,-17.37166309434899,-66.16316888358679
2024-09-30 18:32:44,362,12.48,car,0.931,420.2,235.8,555.2,309.8,135.0,74.0,487.7,272.8,-17.372465411359194,-66.16272615475563
2024-09-30 20:49:02,366,12.62,car,0.676,387.5,432.1,474.5,480.1,87.0,48.0,431.0,456.1,-17.372702976267103,-66.16298243164654
2024-10-01 10:16:48,422,14.55,car,0.837,-1.1,376.4,93.9,442.4,95.0,66.0,46.4,409.4,-17.371940577045176,-66.16282214065117
2024-10-01 15:48:45,68,2.34,car,0.872,730.1,298.2,824.1,368.2,94.0,70.0,777.1,333.2,-17.372736930412728,-66.16186860748292
2024-10-01 22:22:16,315,10.86,car,0.533,188.3,338.0,313.3,391.0,125.0,53.0,250.8,364.5,-17.372064471392484,-66.16300697741502
2024-10-02 14:21:23,229,7.9,car,0.5,66.8,281.1,158.8,353.1,92.0,72.0,112.8,317.1,-17.371393437949514,-66.16336854239354
2024-10-04 13:09:08,406,14.0,car,0.715,624.7,344.5,740.7,414.5,116.0,70.0,682.7,379.5,-17.37264962594669,-66.16294575566933
2024-10-04 14:20:49,260,8.97,car,0.5,765.0,359.3,913.0,410.3,148.0,51.0,839.0,384.8,-17.37259942594491,-66.16252029567055
2024-10-05 11:11:30,376,12.97,car,0.625,97.8,383.7,190.8,443.7,93.0,60.0,144.3,413.7,-17.371241256522165,-66.1619852445
2024-10-05 15:23:54,296,10.21,car,0.567,471.9,310.1,599.9,370.1,128.0,60.0,535.9,340.1,-17.371795500398846,-66.16323661775071
2024-10-06 11:40:18,346,11.93,car,0.545,330.8,376.5,461.8,417.5,131.0,41.0,396.3,397.0,-17.371922727579793,-66.16243175271367
2024-10-06 22:22:38,55,1.9,car,0.87,129.9,365.8,250.9,440.8,121.0,75.0,190.4,403.3,-17.372304420566447,-66.16287892246807
2024-10-06 22:40:09,261,9.0,car,0.5,747.5,229.1,850.5,295.1,103.0,66.0,799.0,262.1,-17.37241320564205,-66.16255394906622
2024-10-07 07:12:21,348,12.0,car,0.881,235.6,259.3,330.6,319.3,95.0,60.0,283.1,289.3,-17.372119680336514,-66.1632733298255
2024-10-07 07:23:12,446,15.38,car,0.692,405.7,332.7,542.7,387.7,137.0,55.0,474.2,360.2,-17.371342396810846,-66.16225023804566
2024-10-07 09:00:02,132,4.55,car,0.596,525.5,188.1,648.5,253.1,123.0,65.0,587.0,220.6,-17.371746696300423,-66.1631883563993
2024-10-07 13:29:13,341,11.76,car,0.629,693.6,339.1,823.6,385.1,130.0,46.0,758.6,362.1,-17.37120868673524,-66.16286013454247
2024-10-07 19:48:37,172,5.93,car,0.94,781.8,261.9,922.8,309.9,141.0,48.0,852.3,285.9,-17.37230822823907,-66.1633811968937
2024-10-07 20:13:00,407,14.03,car,0.886,776.2,245.6,886.2,296.6,110.0,51.0,831.2,271.1,-17.372709288776157,-66.1630221649825
2024-10-08 06:58:49,234,8.07,car,0.561,815.9,387.3,912.9,434.3,97.0,47.0,864.4,410.8,-17.371822487041065,-66.16254624912175
2024-10-08 10:08:21,303,10.45,car,0.944,186.0,355.1,333.0,409.1,147.0,54.0,259.5,382.1,-17.372615219630134,-66.16209747024057
2024-10-09 09:45:07,178,6.14,car,0.804,540.8,250.0,625.8,307.0,85.0,57.0,583.3,278.5,-17.37213340211363,-66.1629260839804
2024-10-11 06:06:44,277,9.55,car,0.647,204.6,202.6,304.6,277.6,100.0,75.0,254.6,240.1,-17.37157696021201,-66.163175430169
2024-10-11 11:00:26,337,11.62,car,0.795,628.3,242.0,737.3,293.0,109.0,51.0,682.8,267.5,-17.37174442095912,-66.16224390930489
2024-10-11 15:59:52,68,2.34,car,0.928,39.1,304.6,167.1,351.6,128.0,47.0,103.1,328.1,-17.372714418932425,-66.1629181490519
2024-10-11 19:25:34,83,2.86,car,0.77,99.4,374.4,203.4,441.4,104.0,67.0,151.4,407.9,-17.3726785794733,-66.16196754351121
2024-10-11 21:48:08,1,0.03,car,0.516,74.1,391.8,167.1,468.8,93.0,77.0,120.6,430.3,-17.372178693684393,-66.16227335625427
2024-10-12 06:18:24,343,11.83,car,0.66,188.4,338.1,308.4,398.1,120.0,60.0,248.4,368.1,-17.371373393132917,-66.16236921061274
2024-10-13 07:26:26,24,0.83,car,0.719,604.4,300.2,695.4,377.2,91.0,77.0,649.9,338.7,-17.372164607848305,-66.162807811361
2024-10-13 09:18:17,220,7.59,car,0.59,302.2,325.0,435.2,373.0,133.0,48.0,368.7,349.0,-17.372133640860103,-66.1626615376649
2024-10-13 20:23:09,324,11.17,car,0.5,714.6,207.0,822.6,285.0,108.0,78.0,768.6,246.0,-17.37173724284349,-66.16229160517841
2024-10-14 06:59:43,294,10.14,car,0.554,188.8,236.9,296.8,278.9,108.0,42.0,242.8,257.9,-17.371990261108085,-66.16325188307128
2024-10-14 13:52:46,78,2.69,car,0.842,546.7,242.5,658.7,317.5,112.0,75.0,602.7,280.0,-17.372028402159277,-66.16338834454994
2024-10-14 21:38:22,273,9.41,car,0.942,215.4,251.7,342.4,324.7,127.0,73.0,278.9,288.2,-17.37275442857152,-66.16201230822224
2024-10-14 21:41:59,45,1.55,car,0.564,403.2,359.5,524.2,429.5,121.0,70.0,463.7,394.5,-17.371804159221185,-66.16193683365393
2024-10-14 21:55:23,370,12.76,car,0.766,475.5,290.7,607.5,343.7,132.0,53.0,541.5,317.2,-17.37277816528632,-66.16205545607866
2024-10-15 09:44:29,317,10.93,car,0.623,155.5,334.3,280.5,387.3,125.0,53.0,218.0,360.8,-17.372584760622498,-66.16337873352104
2024-10-15 10:12:54,367,12.66,car,0.592,768.0,254.3,889.0,316.3,121.0,62.0,828.5,285.3,-17.37119897211674,-66.16264463816066
2024-10-15 17:52:04,41,1.41,car,0.804,740.3,321.7,834.3,391.7,94.0,70.0,787.3,356.7,-17.37253695071424,-66.16190581869198
2024-10-15 19:08:16,417,14.38,car,0.87,827.2,343.2,918.2,400.2,91.0,57.0,872.7,371.7,-17.371822838238067,-66.16327590947532
2024-10-16 07:12:12,67,2.31,car,0.639,734.6,247.7,832.6,316.7,98.0,69.0,783.6,282.2,-17.37275487733033,-66.16213679805512
2024-10-16 11:26:01,195,6.72,car,0.622,532.7,380.2,633.7,441.2,101.0,61.0,583.2,410.7,-17.371292596019423,-66.16325067826263
2024-10-17 16:37:38,293,10.1,car,0.852,424.9,207.5,477.7,259.7,52.8,52.2,451.3,233.6,-17.37163252591895,-66.16318861101313
2024-10-18 07:57:22,50,1.72,car,0.767,628.8,357.4,744.8,427.4,116.0,70.0,686.8,392.4,-17.372267741826295,-66.16206018792143
2024-10-19 08:00:01,232,8.0,car,0.95,474.8,312.2,554.8,368.2,80.0,56.0,514.8,340.2,-17.37129733752924,-66.16214089588235
2024-10-19 10:53:03,408,14.07,car,0.815,61.7,346.9,168.7,402.9,107.0,56.0,115.2,374.9,-17.371810928475693,-66.16268040403517
2024-10-19 11:06:37,46,1.59,car,0.95,511.5,404.6,599.5,472.6,88.0,68.0,555.5,438.6,-17.37138076321945,-66.1626788959579
2024-10-19 13:41:16,106,3.66,car,0.652,659.7,266.2,793.7,327.2,134.0,61.0,726.7,296.7,-17.371557148711254,-66.16195716475798
2024-10-19 15:53:32,34,1.17,car,0.669,292.4,356.5,373.4,433.5,81.0,77.0,332.9,395.0,-17.37250170839951,-66.16269468321326
2024-10-20 11:00:03,220,7.59,car,0.5,349.1,349.4,482.1,397.4,133.0,48.0,415.6,373.4,-17.37269295139574,-66.16325782080582
2024-10-20 19:02:48,293,10.1,car,0.5,687.2,192.2,795.2,270.2,108.0,78.0,741.2,231.2,-17.371536614085617,-66.16328543030045
2024-10-20 19:12:52,445,15.34,car,0.925,418.5,341.5,539.5,407.5,121.0,66.0,479.0,374.5,-17.372766650792855,-66.16315980168581
2024-10-20 19:27:41,340,11.72,car,0.699,790.0,238.8,881.0,289.8,91.0,51.0,835.5,264.3,-17.37255413507121,-66.16296493421176
2024-10-20 21:12:46,188,6.48,car,0.95,428.2,231.7,530.2,289.7,102.0,58.0,479.2,260.7,-17.37216157786212,-66.16243114336449
2024-10-21 06:41:17,248,8.55,car,0.747,547.4,203.9,659.4,278.9,112.0,75.0,603.4,241.4,-17.37140673493032,-66.1619273405881
2024-10-21 14:02:52,268,9.24,car,0.757,614.1,247.4,726.1,322.4,112.0,75.0,670.1,284.9,-17.37240409235041,-66.16210582456415
2024-10-22 18:02:04,98,3.38,car,0.686,11.8,381.3,106.8,447.3,95.0,66.0,59.3,414.3,-17.372435381497418,-66.16279001999274
2024-10-22 22:53:12,396,13.66,car,0.687,-20.9,377.4,74.1,443.4,95.0,66.0,26.6,410.4,-17.372152160824236,-66.16281943303461
2024-10-23 16:02:54,456,15.72,car,0.707,624.4,282.1,735.4,334.1,111.0,52.0,679.9,308.1,-17.372119973466837,-66.16308435648402
2024-10-23 18:10:55,86,2.97,car,0.581,543.3,257.3,677.3,322.3,134.0,65.0,610.3,289.8,-17.371596814869438,-66.16268704616138
2024-10-23 22:56:51,361,12.45,car,0.931,168.8,305.7,309.8,379.7,141.0,74.0,239.3,342.7,-17.371702908988944,-66.1628100112159
2024-10-25 11:28:27,19,0.66,car,0.641,624.8,247.2,708.8,307.2,84.0,60.0,666.8,277.2,-17.371910628465443,-66.16267300686782
2024-10-25 14:50:39,446,15.38,car,0.912,165.5,243.0,248.5,316.0,83.0,73.0,207.0,279.5,-17.372547101515593,-66.16199940824785
